occupation,id,gender,fame,birthyear 
performer,48060,female,superstar,1950
creator,3439,male,star,1981
performer,47351,male,star,1978
sports,36942,male,star,1998
creator,28665,male,superstar,1981
sports,31502,female,rising,1978
sports,27612,female,star,1973
sports,3303,male,star,1967
performer,39474,male,star,1962
sports,19613,male,superstar,1987
sports,28008,male,star,1982
sports,1384,female,superstar,1997
sports,8321,male,star,1989
sports,23959,male,star,1980
sports,17443,male,superstar,1985
creator,19496,male,star,1954
sports,3589,male,superstar,1993
creator,24939,female,star,1994
sports,26082,male,star,1987
creator,24167,male,superstar,1978
creator,38850,male,star,1963
creator,12682,female,star,1984
performer,39662,male,star,1956
sports,19418,male,star,1996
sports,15664,female,star,1991
sports,20513,male,superstar,1979
sports,47760,male,star,1992
sports,1992,male,star,1975
performer,30584,female,star,1981
creator,30371,female,star,2000
creator,3245,male,star,1967
sports,26517,male,star,1952
sports,24344,male,superstar,1984
performer,42655,male,star,1941
creator,7664,male,star,1948
creator,34295,male,star,1981
creator,7457,female,star,1959
performer,18984,male,star,1951
performer,47706,male,star,1976
creator,14745,male,superstar,1961
sports,2266,female,superstar,1995
creator,40275,male,superstar,1989
sports,29399,male,star,1981
sports,9554,male,star,1986
manager,2084,male,star,1954
sports,29104,female,star,1982
performer,6356,male,star,1974
sports,32496,male,star,1988
creator,1491,male,star,1979
performer,11016,male,star,1972
creator,553,male,superstar,1956
performer,45683,female,star,1976
performer,829,male,star,1983
creator,40635,male,star,1988
performer,18060,male,star,1965
performer,8208,male,star,1979
performer,25469,male,star,1951
performer,43913,male,star,1972
science,34142,male,star,1950
sports,36330,male,star,1981
performer,303,female,superstar,1980
sports,26698,male,star,1996
science,43677,male,superstar,1959
sports,21721,male,star,1956
sports,45868,male,superstar,1971
creator,8818,male,star,1943
creator,21680,male,superstar,1983
performer,11078,female,superstar,1991
performer,13466,male,star,1979
sports,13130,male,star,1965
sports,16934,male,star,1988
performer,6716,male,superstar,1991
performer,39444,male,star,1993
sports,21112,male,star,1993
sports,26063,male,star,1990
creator,23759,female,star,1980
performer,28177,male,rising,1968
politics,14019,male,star,1976
performer,6958,female,superstar,1990
sports,26449,male,star,1966
performer,6860,female,star,1971
creator,18320,male,star,1979
performer,12586,female,star,1992
performer,15766,female,superstar,1979
performer,47732,male,superstar,1979
performer,37183,male,superstar,1980
creator,42969,male,superstar,1982
creator,23728,male,star,1968
performer,13203,female,star,1982
science,3757,male,star,1970
performer,28569,female,star,1990
performer,47414,male,star,1970
creator,18958,male,star,2000
sports,1686,male,star,1988
performer,36600,male,star,1984
performer,43941,male,star,2001
politics,1208,male,star,1973
creator,41686,male,superstar,1952
sports,17625,female,star,1985
sports,13422,male,superstar,1981
creator,42703,female,star,1971
sports,7795,male,star,1993
performer,25427,male,star,1995
performer,39906,male,superstar,1973
performer,39230,female,star,1971
science,13330,male,star,1949
performer,31202,female,star,1987
performer,12747,female,superstar,1953
sports,34854,male,star,1981
sports,4494,male,rising,1955
sports,45520,male,star,1985
sports,5454,male,star,1994
sports,28425,male,star,1978
performer,11861,male,star,1972
creator,38734,male,rising,1959
performer,32617,female,superstar,1960
science,11904,male,star,1950
creator,39696,female,star,1951
sports,4250,male,star,1989
sports,14456,male,superstar,1983
creator,38524,female,star,1968
sports,41736,male,star,1998
sports,714,male,star,1990
politics,44633,female,star,1954
sports,22435,female,star,1994
creator,20094,male,star,1973
performer,33686,female,star,1975
sports,9619,male,star,1992
politics,6022,male,star,1962
sports,45503,male,rising,1997
creator,6542,male,superstar,1969
sports,2013,male,star,1988
sports,35568,male,superstar,1982
creator,19254,male,superstar,1950
sports,16077,male,star,1992
creator,34248,female,star,1981
sports,7879,male,star,1987
sports,7896,male,star,1981
sports,28389,male,star,1992
sports,19874,male,star,1997
performer,34496,male,star,2006
sports,30643,male,superstar,1984
sports,10625,male,superstar,1992
performer,15408,male,star,1975
performer,36729,female,star,1974
performer,20252,female,star,1967
performer,48153,female,star,1963
sports,43912,male,star,1992
politics,20744,male,star,1969
performer,44155,female,star,1962
performer,1429,female,superstar,1996
performer,44706,male,superstar,1969
sports,30637,male,star,1988
performer,34954,female,star,1968
performer,12897,male,star,1992
religious,41553,male,superstar,1978
sports,22111,male,star,1990
sports,14912,male,superstar,1996
politics,9098,female,star,1971
politics,5216,female,star,1949
sports,38592,male,star,1991
sports,24446,female,superstar,1987
creator,36309,female,superstar,1983
performer,36661,male,star,1996
sports,30409,male,star,1957
science,11304,male,star,1946
performer,3957,male,star,1986
creator,43972,female,rising,2000
sports,25960,male,star,1984
sports,13345,male,star,1980
sports,21748,male,star,1991
creator,26067,female,star,1986
sports,43693,male,superstar,1980
sports,31720,male,star,1984
manager,3488,male,star,1979
sports,34131,female,star,1993
politics,45807,male,star,1969
sports,24280,male,star,1997
sports,24222,male,star,1990
performer,21382,female,star,1986
sports,19765,female,star,1985
performer,3853,male,star,1979
creator,9835,male,star,1959
creator,35296,male,star,1990
performer,36830,male,rising,1969
creator,46101,female,star,1948
sports,33788,male,star,1989
politics,29606,male,rising,1976
performer,46443,male,superstar,1980
performer,16739,female,star,1980
performer,20502,male,star,1950
sports,26585,male,star,1999
sports,16368,male,star,1985
politics,36399,male,star,1983
sports,28808,male,star,1981
creator,32778,male,star,1979
manager,24601,male,star,1977
performer,46547,male,star,1980
politics,36954,male,rising,1960
creator,23024,male,star,1949
science,23129,male,rising,1983
sports,27456,male,star,1988
politics,47828,male,star,1968
performer,33958,male,star,1982
performer,47616,female,superstar,1965
politics,39430,male,star,1968
creator,16052,female,superstar,1972
creator,21788,male,star,1979
performer,24701,male,rising,1980
performer,10542,male,star,1984
politics,19502,female,star,1968
sports,29992,male,star,1997
politics,7906,female,star,1965
performer,2140,male,star,1983
sports,24099,male,star,1987
performer,8758,female,superstar,1985
politics,40643,male,star,1970
politics,22262,male,star,1970
professional,37761,male,star,1958
performer,22859,male,star,1964
performer,8662,male,superstar,1994
sports,3028,male,superstar,1983
sports,1188,male,superstar,1975
creator,6503,female,star,1951
sports,27443,male,star,1989
professional,26822,male,superstar,1982
sports,6847,male,star,1989
performer,2029,male,star,1972
performer,38916,female,star,1971
sports,32980,male,star,1991
creator,47172,female,superstar,1988
sports,10860,male,rising,1992
science,12710,male,star,1940
sports,40895,male,star,1995
creator,36946,male,superstar,1963
creator,21741,female,star,1979
sports,40487,male,star,1983
performer,11271,male,superstar,1970
creator,37572,male,star,1963
sports,34916,male,star,1983
sports,6359,male,superstar,1987
sports,34380,male,star,1989
sports,19871,male,star,1991
performer,34823,female,superstar,1997
sports,44623,male,star,1988
sports,5519,male,superstar,1985
performer,35306,male,star,1981
sports,24753,male,star,1988
sports,25867,male,rising,1993
sports,32341,male,star,1996
sports,42343,female,star,1976
politics,46760,male,star,1966
politics,40117,male,star,1950
performer,6697,female,star,1973
performer,18910,female,superstar,1987
creator,48303,male,star,1973
sports,33784,male,star,1946
politics,14459,female,superstar,1982
sports,20297,male,star,1992
creator,12180,male,star,1972
sports,42796,male,star,1991
performer,4556,male,star,1944
performer,32222,female,star,1980
performer,30233,male,superstar,1995
creator,35480,male,star,1975
performer,2244,male,superstar,1987
politics,22565,male,star,1980
politics,7430,male,star,1958
sports,12346,male,star,1989
sports,10122,male,rising,1997
performer,24912,male,star,1976
politics,10301,male,star,1963
sports,29116,male,star,1995
creator,42657,male,star,1950
sports,21534,male,star,1998
performer,47922,female,star,1957
performer,6517,male,superstar,1951
performer,39585,female,star,1992
sports,17095,male,superstar,1983
creator,20823,male,superstar,1958
politics,5217,female,star,1949
sports,21094,male,star,1987
sports,22531,female,star,1980
creator,18458,male,star,1972
politics,5470,male,star,1967
performer,19735,female,star,2002
creator,8398,female,star,1976
sports,15306,female,star,1980
sports,24819,male,star,1985
sports,5485,male,superstar,1972
creator,4498,female,superstar,1989
creator,5890,male,superstar,1992
sports,5427,male,star,1979
performer,40884,male,star,1983
politics,16914,female,star,1970
sports,10621,male,star,1992
performer,43593,male,star,1949
science,20378,female,star,1964
performer,28922,female,star,1956
creator,31329,male,star,1945
performer,29237,male,star,1951
sports,18286,male,star,1987
performer,11989,male,star,1978
sports,141,male,star,1989
sports,1879,male,star,1989
performer,41357,female,superstar,1956
sports,44359,male,star,1993
sports,8775,male,star,1990
performer,28131,male,star,1957
sports,15141,male,star,1996
sports,6207,female,star,1987
sports,24878,male,rising,1990
creator,44366,female,superstar,1964
sports,19503,male,star,1981
politics,43322,female,star,1953
creator,1020,male,star,1986
manager,43342,male,superstar,1941
performer,38163,male,star,1975
performer,8619,male,star,1969
sports,24006,male,star,1987
performer,43647,female,star,1992
performer,6700,male,superstar,1993
sports,9533,male,star,1991
sports,11807,male,superstar,1986
performer,30726,male,star,1980
sports,8833,male,star,1983
performer,47035,male,superstar,1979
sports,26859,male,superstar,1984
performer,33641,male,star,1982
politics,36653,male,star,1950
creator,12690,male,superstar,1973
sports,42625,male,star,1972
sports,28715,male,star,1984
performer,27126,female,star,1982
politics,47246,male,star,1964
creator,11880,female,star,1968
performer,23677,male,star,1975
performer,28405,female,star,1975
performer,38804,female,star,1954
politics,41195,male,superstar,1972
performer,37414,male,superstar,1994
sports,5195,male,superstar,1965
sports,45068,female,rising,1990
sports,36884,male,star,1993
performer,7333,female,superstar,1976
performer,29831,female,star,1977
creator,44543,female,star,1959
religious,5310,male,superstar,1962
creator,42068,male,superstar,1969
sports,6117,male,star,1990
politics,24837,male,star,1962
performer,7322,male,star,1988
sports,26221,male,star,1989
sports,35567,male,star,1988
sports,26317,female,star,1992
sports,2676,male,rising,1987
sports,41498,male,superstar,1977
performer,316,female,star,1975
creator,25498,male,star,1982
politics,18378,male,star,1964
performer,37314,male,star,1945
performer,5489,female,star,1981
creator,42322,male,star,1973
performer,15092,male,star,1940
creator,11194,male,star,1985
creator,7754,female,superstar,1966
performer,8125,male,superstar,1971
performer,26151,female,star,2000
performer,38809,male,superstar,1977
sports,23153,male,star,1984
creator,47792,male,superstar,1969
politics,29064,male,star,1971
sports,48235,female,star,1991
sports,278,male,star,1971
creator,8421,female,superstar,1946
performer,12060,female,superstar,1990
sports,45775,male,star,1969
creator,43539,male,star,1976
performer,35026,female,star,1950
creator,7912,male,superstar,1973
performer,37190,female,superstar,1984
creator,6085,female,superstar,1984
performer,30427,female,star,1964
sports,40092,male,star,1988
sports,22823,female,star,1980
manager,17232,female,star,1965
performer,40368,female,star,1968
science,6155,male,star,1943
creator,30646,male,star,2000
creator,19702,male,star,1979
sports,23635,female,star,1980
performer,3205,male,star,1972
creator,34461,male,superstar,1947
creator,33773,male,star,1946
sports,3702,male,star,1990
creator,37395,male,superstar,1964
creator,26820,female,superstar,1982
creator,34036,male,superstar,1949
performer,46511,female,superstar,1989
creator,46587,female,star,1976
sports,18428,male,star,1989
creator,7824,male,star,1966
sports,21662,male,star,1995
performer,11657,male,superstar,1960
performer,10729,male,superstar,1980
performer,5358,male,star,1979
sports,23417,female,star,1982
performer,38206,male,superstar,1966
sports,6838,male,rising,1987
sports,33232,male,rising,1986
sports,19606,male,star,1970
sports,43772,male,rising,1987
creator,12611,female,star,1959
sports,41040,male,star,1977
politics,38187,male,superstar,1954
sports,29689,female,star,1992
science,23816,male,star,1983
performer,39869,male,star,1966
performer,7121,male,superstar,1980
creator,14251,male,superstar,1943
sports,41190,male,star,1983
performer,22573,female,star,1981
sports,14526,female,star,1984
performer,994,male,star,1985
sports,42065,male,star,1986
creator,30866,male,star,1961
performer,41982,male,star,1965
sports,20898,male,star,1984
sports,11550,male,star,1987
sports,31438,male,star,1978
sports,16,male,star,1992
performer,36526,male,superstar,1977
politics,7178,male,star,1974
sports,22687,male,star,1998
performer,20859,female,star,1972
sports,10168,male,star,1971
sports,38920,female,superstar,1996
sports,26374,male,rising,1991
sports,27768,male,star,1996
sports,20835,male,star,1987
performer,18613,male,superstar,1978
creator,35661,female,superstar,1969
politics,13940,female,star,1974
creator,47152,male,star,1982
sports,40307,male,star,1995
sports,8672,female,rising,1983
performer,6686,female,superstar,1993
creator,43366,male,star,1962
manager,1966,male,star,1951
performer,5692,female,star,1961
sports,41752,male,star,1984
performer,23756,female,star,1948
sports,36768,male,superstar,1992
sports,34760,male,star,1979
creator,8278,male,star,1972
sports,32932,male,star,1989
performer,16406,female,star,1976
sports,18544,male,star,1969
sports,31646,male,star,1987
performer,19928,male,star,1989
creator,44853,male,star,2000
creator,42064,male,star,1960
performer,17273,female,superstar,1978
sports,10614,male,star,1969
sports,12969,male,star,1994
sports,25441,male,star,1970
sports,4623,female,star,1987
performer,16419,male,star,1980
performer,29755,male,star,1974
sports,18899,female,star,1990
creator,20828,female,star,1947
performer,19786,male,star,1992
performer,47901,male,star,1982
performer,5104,female,superstar,1975
performer,25126,female,superstar,1985
performer,21915,male,superstar,1971
sports,10319,male,star,1994
creator,11439,male,superstar,1960
sports,19290,male,star,1953
politics,13429,female,superstar,1964
sports,17069,male,star,1990
sports,2352,male,star,1983
sports,43251,male,superstar,1969
performer,43523,female,star,1969
politics,37719,male,star,1971
sports,47235,male,star,1983
creator,43993,male,superstar,1977
creator,16959,male,superstar,1992
creator,13236,male,star,1991
performer,36228,male,star,1963
performer,35695,female,star,1960
politics,13380,female,star,1961
creator,43928,female,star,1971
science,35143,male,star,1962
creator,12037,female,superstar,1966
sports,28459,male,star,1996
sports,19593,male,rising,1993
manager,19487,male,star,1961
sports,7097,female,star,1989
creator,3249,male,superstar,1973
sports,27064,male,star,1994
sports,16763,male,rising,1996
sports,42210,male,star,1993
sports,10906,female,star,1993
performer,33177,female,star,2003
creator,48067,male,star,1942
performer,25704,female,star,1990
sports,45669,male,star,1983
manager,23865,male,star,1968
performer,2498,male,superstar,1967
sports,19777,male,superstar,1993
performer,33140,female,star,1981
creator,32965,male,rising,1969
professional,31489,male,star,1965
politics,17464,male,star,1969
sports,10911,male,star,1991
performer,43033,male,star,1959
sports,22740,female,star,1983
creator,15304,female,star,1972
sports,17300,male,star,1989
sports,46616,male,star,1993
sports,268,male,star,1989
sports,8626,male,star,1959
performer,30846,female,star,1976
performer,23169,male,star,1977
sports,35148,male,star,1993
science,20284,male,star,1968
sports,2358,female,star,1988
politics,1097,male,star,1964
creator,4054,female,star,1983
sports,1887,male,star,1982
sports,32587,male,star,1990
creator,1912,male,superstar,1959
performer,10490,male,superstar,1943
performer,816,female,star,1986
creator,20149,female,star,1987
sports,6582,male,star,1997
performer,21758,male,superstar,1989
creator,8320,male,superstar,2000
performer,44691,male,star,1987
performer,23806,male,star,1985
performer,23885,female,superstar,1977
sports,9265,male,superstar,1992
creator,44401,male,star,1968
sports,19476,male,star,1985
sports,47976,male,star,1991
sports,32422,male,star,1992
sports,836,male,rising,1995
sports,26892,male,star,1987
sports,9774,male,rising,1996
performer,8769,male,star,1944
performer,22382,female,superstar,1995
creator,39362,female,star,1965
performer,7446,male,superstar,1981
sports,11017,male,superstar,1992
sports,10114,male,star,1989
science,5529,male,superstar,1983
creator,20698,male,star,1964
performer,40517,female,star,1975
politics,25057,male,star,1948
performer,32542,female,star,1973
sports,47536,male,star,1995
performer,1526,female,star,1987
performer,26685,female,star,1995
sports,12398,male,star,1989
sports,36617,male,superstar,1990
sports,15272,male,star,1993
sports,27999,male,star,1988
sports,17255,female,star,1993
performer,12834,female,star,1971
sports,35946,male,star,1991
politics,19081,male,star,1955
sports,33084,male,star,1981
performer,28597,female,superstar,1964
politics,12352,male,star,1974
creator,28829,male,star,1980
sports,29290,male,star,1975
sports,18894,male,star,1995
manager,32721,male,star,1971
sports,38862,female,rising,1977
sports,27578,female,star,1989
performer,36334,female,star,1995
performer,44626,female,star,1987
manager,40164,male,superstar,1972
sports,43241,male,star,1988
creator,38999,male,star,1968
sports,21221,male,star,1986
science,36323,male,star,1954
performer,520,male,star,1979
performer,19271,female,superstar,1969
professional,13530,male,star,1981
politics,20466,male,star,1956
professional,4700,male,star,1952
creator,826,male,star,1979
sports,12178,male,star,1995
performer,30422,male,star,1969
sports,31464,male,star,1982
performer,33469,male,superstar,1984
sports,562,male,rising,1989
performer,36696,female,star,1973
sports,23260,male,star,1978
sports,21719,male,star,1983
professional,13488,male,superstar,1979
performer,25043,male,superstar,1967
performer,2301,male,star,1988
sports,13268,female,superstar,1977
sports,15283,male,star,1996
performer,22804,female,star,1986
sports,34492,male,star,1973
performer,24152,male,superstar,1971
sports,16588,male,star,1981
sports,14736,male,star,1979
performer,17166,female,superstar,1975
performer,33305,female,star,1968
performer,9556,female,star,1987
sports,36415,male,star,1985
sports,25107,female,star,1991
creator,16182,male,rising,1972
sports,12456,female,star,1983
creator,24696,male,superstar,1957
creator,658,male,star,1984
creator,43663,male,star,1949
sports,8480,male,superstar,1986
creator,24052,female,superstar,1969
politics,9819,male,star,1943
science,11659,male,superstar,1976
sports,9140,female,star,1991
politics,37514,male,star,1947
performer,33269,female,star,1984
creator,42822,male,star,1957
sports,40698,male,star,1986
politics,17973,female,star,1970
sports,857,male,star,1987
sports,19925,female,star,1994
creator,11057,female,star,1974
creator,32780,male,star,1950
sports,34460,male,star,1982
performer,5148,female,star,1994
sports,6737,male,star,1995
sports,33421,male,star,1994
creator,16229,female,star,1984
sports,46778,female,star,1988
performer,7461,female,star,1980
sports,18132,female,rising,1982
sports,32508,male,star,1984
science,6853,male,superstar,1965
creator,29398,male,star,1978
performer,6999,male,superstar,1978
performer,26983,female,star,1985
performer,19704,female,superstar,1957
creator,27147,male,star,1987
performer,20487,female,star,1980
performer,13267,female,rising,1972
performer,43239,male,superstar,1958
sports,17365,male,superstar,1981
creator,6100,male,star,1967
creator,2394,male,star,1955
performer,28312,male,superstar,1998
performer,42410,male,star,1979
creator,47651,male,star,1955
politics,21278,male,star,1986
sports,14424,female,star,1983
sports,6898,male,star,1984
sports,33078,male,star,1988
creator,45705,female,star,1967
professional,3959,male,star,1976
performer,39659,male,superstar,1960
creator,3378,male,star,1985
sports,44098,male,star,1989
politics,40207,male,star,1970
creator,40985,male,star,1972
professional,21224,male,superstar,1986
science,25444,male,star,1966
performer,6399,female,star,1985
sports,31961,male,star,1993
creator,44471,female,star,1970
performer,45604,female,superstar,1958
performer,36426,male,star,1976
politics,43216,male,star,1954
sports,22239,female,superstar,1987
performer,5809,female,star,1980
performer,48138,female,star,1952
performer,31093,male,star,1981
creator,17689,female,superstar,1980
sports,29848,male,star,1986
performer,18415,male,star,1965
politics,9905,female,star,1966
performer,31114,male,star,1982
performer,43291,female,rising,1968
sports,9592,male,star,1988
performer,45256,female,superstar,1975
sports,17779,male,star,1991
creator,29383,female,star,1980
sports,36512,male,star,1990
sports,27959,male,star,1963
creator,34545,female,star,1982
sports,44838,male,star,1968
manager,12427,male,star,1969
sports,40976,female,star,1987
creator,16444,female,star,1965
sports,31009,male,star,1991
performer,16123,male,star,1966
creator,17881,male,superstar,1964
sports,9777,female,star,1988
sports,10438,male,star,1992
performer,33265,male,superstar,1970
performer,44563,male,star,1950
sports,31232,female,star,1997
creator,32687,male,star,1973
politics,18324,male,star,1952
creator,27607,male,superstar,1976
performer,44456,female,superstar,1973
sports,21425,male,superstar,1963
creator,35215,male,superstar,1985
politics,33866,male,star,1964
professional,25263,female,star,1987
performer,3015,male,superstar,1997
performer,16634,female,superstar,1984
performer,21784,female,superstar,1981
creator,38462,female,star,1985
performer,1309,female,superstar,1963
sports,13824,male,star,1952
creator,20319,female,star,1979
sports,43052,male,superstar,1988
creator,13115,female,star,1978
creator,1844,male,superstar,1982
performer,12174,male,superstar,1970
sports,3408,male,superstar,1943
sports,38674,male,star,1963
sports,41595,male,star,1990
sports,12461,female,star,1987
sports,23432,male,star,1997
politics,19947,male,star,1942
sports,15566,male,star,1991
performer,33264,female,star,1983
performer,40248,female,star,1992
performer,38238,male,star,1995
sports,32545,male,star,1990
politics,24444,male,star,1948
sports,26366,male,star,1991
politics,36628,male,star,1941
science,37524,male,star,1950
politics,47153,male,star,1962
sports,28128,male,star,1979
performer,47423,male,star,1975
sports,963,male,star,1997
performer,46985,female,superstar,1977
science,20784,male,star,1964
sports,1033,male,star,1981
manager,9110,male,star,1969
sports,36196,male,star,1991
creator,29145,male,superstar,1951
politics,13623,male,superstar,1971
sports,11462,male,star,1992
creator,13400,male,star,2000
creator,36220,female,superstar,1977
creator,45785,male,star,1971
creator,29941,female,star,1961
performer,46288,male,superstar,1983
performer,26529,female,superstar,1975
sports,45006,male,star,1962
creator,30778,male,star,1964
performer,31701,male,star,1986
performer,29955,female,superstar,1979
politics,45007,female,star,1960
performer,13023,female,star,1983
performer,13593,female,superstar,1984
sports,2264,male,star,1991
sports,23913,male,star,1990
performer,46267,male,star,1956
politics,15915,male,star,1969
sports,18558,male,star,1976
sports,22333,male,superstar,1982
creator,14855,male,star,1984
performer,34098,male,superstar,1989
performer,21988,female,star,1976
performer,28019,female,superstar,1960
creator,21366,male,star,1960
creator,37178,female,star,1959
performer,44922,male,star,1978
sports,21669,male,star,1978
performer,22504,female,star,1986
creator,26519,male,star,1980
sports,750,male,star,1982
creator,13474,male,superstar,1962
performer,20659,female,superstar,1994
sports,2429,male,star,1952
manager,29475,male,star,1955
sports,44513,male,star,1983
creator,12803,female,superstar,1962
performer,12197,male,star,1983
sports,17304,male,star,1986
sports,47694,male,star,1994
sports,1162,male,superstar,1986
creator,31163,male,star,1968
sports,8120,male,star,1993
creator,33881,male,superstar,1983
creator,39777,male,star,1971
politics,30938,male,star,1968
creator,31437,male,superstar,1965
creator,19091,male,star,1986
performer,28299,male,star,1976
performer,21330,female,star,1983
sports,32956,male,star,1974
creator,10012,female,superstar,1959
sports,29101,male,star,1991
performer,15091,male,star,1986
sports,40713,male,star,1988
creator,17552,male,star,1970
manager,9504,male,star,1947
sports,6475,female,rising,1989
performer,46951,female,star,1993
performer,36534,male,star,1982
performer,18785,female,superstar,1998
sports,19650,male,star,1982
politics,3094,male,superstar,1953
sports,10365,male,star,1960
sports,40449,male,star,1997
creator,41348,male,star,1949
sports,46596,male,star,1991
performer,27835,female,star,1985
sports,45146,male,star,1989
performer,3905,male,star,1992
politics,23197,female,star,1968
sports,46300,male,star,1990
sports,12755,male,star,1990
sports,41233,male,star,1968
politics,24159,male,star,1963
sports,23475,male,star,1964
performer,19199,male,star,1977
sports,17151,male,star,1985
performer,18970,female,superstar,1986
performer,17758,male,star,1984
manager,34315,male,star,1971
sports,12467,male,superstar,1980
sports,23715,male,star,1983
politics,22556,male,star,1981
performer,9039,male,star,1956
sports,45792,male,rising,1992
performer,8143,female,star,1986
science,22149,male,star,1965
politics,16469,male,star,1958
science,23176,female,rising,1942
performer,1848,male,superstar,1975
sports,37191,male,star,1987
performer,26183,male,superstar,1969
performer,47745,male,star,1986
creator,46789,male,star,1961
politics,47108,male,star,1948
sports,39473,male,star,1985
sports,5771,female,star,1984
sports,17868,male,rising,1988
performer,9262,male,superstar,1994
performer,31851,female,superstar,1991
sports,22346,female,star,1980
professional,34707,female,star,1981
manager,40425,male,superstar,1949
sports,25886,male,superstar,1982
sports,25790,male,star,1971
performer,42539,male,rising,1961
performer,46413,male,star,1983
sports,29563,male,star,1988
performer,18167,female,star,1978
performer,13574,female,superstar,1986
performer,44062,female,star,1995
creator,8093,male,star,1974
politics,29874,male,star,1970
sports,41002,male,star,1959
sports,25172,male,star,1973
sports,28121,male,star,1980
sports,19599,female,star,1992
performer,3798,male,superstar,1962
performer,32880,female,superstar,1979
performer,46869,female,star,1964
sports,9584,male,star,1977
performer,21025,female,superstar,1988
creator,1178,male,star,1956
sports,17683,male,star,1989
creator,29896,male,star,1985
performer,17505,male,star,1963
politics,47071,male,star,1972
politics,12310,male,rising,1960
creator,13955,male,star,1977
manager,7529,male,star,1950
politics,14160,male,star,1964
sports,19519,male,star,1983
creator,6706,male,superstar,1980
performer,21999,male,star,1979
performer,9167,male,star,1972
performer,43260,female,star,1990
sports,42477,male,star,1991
performer,23143,female,star,1977
sports,9084,male,star,1984
sports,17614,male,star,1978
sports,19274,male,star,1986
sports,18990,female,star,1990
performer,2226,female,star,1984
performer,33299,female,star,1985
sports,20023,male,star,1983
science,2425,male,star,1957
performer,3401,male,star,1985
performer,23498,female,star,1955
creator,39115,male,star,1966
creator,35499,female,superstar,1964
creator,15757,male,star,1958
performer,36801,male,star,1993
sports,7058,male,star,1988
politics,31746,male,star,1964
performer,46742,female,star,1983
performer,47023,female,star,1979
performer,17379,male,star,1953
politics,42339,male,star,1957
manager,12302,male,superstar,1974
sports,2233,male,star,1990
sports,44253,male,star,1989
sports,41222,male,star,1985
politics,46917,male,star,1964
sports,310,female,star,1994
performer,30776,female,superstar,1968
sports,5567,male,star,1988
performer,4748,male,star,1960
science,44093,male,star,1958
politics,17274,male,star,1962
performer,22297,male,superstar,1979
performer,20341,female,star,1984
performer,42791,female,star,1953
sports,47544,male,superstar,1972
sports,11817,male,star,1983
sports,20574,male,rising,1992
politics,45131,male,star,1950
sports,17666,female,star,1988
sports,12984,male,star,1985
sports,25744,male,star,1992
creator,30673,male,superstar,1962
creator,46314,male,star,1979
politics,1764,male,star,1976
sports,17643,male,star,1965
sports,30601,male,star,1984
science,27255,male,star,1947
sports,40914,female,star,1962
sports,44203,male,star,1993
performer,1723,female,superstar,1979
creator,6663,male,star,1974
sports,45700,male,star,1976
performer,17079,male,star,1971
sports,35189,male,star,1994
sports,47182,female,star,1983
sports,18464,male,star,1981
creator,2847,male,star,1951
politics,37749,male,star,1969
creator,37061,male,star,1982
sports,29597,male,star,1989
performer,48298,male,star,1984
sports,29030,male,star,1995
sports,15188,male,star,1970
performer,3400,female,star,1976
sports,9981,male,star,1977
performer,32491,male,star,1982
performer,18362,male,superstar,1974
creator,3693,male,star,1943
sports,2964,male,star,1953
creator,17529,male,star,1963
politics,13438,female,star,1990
sports,14276,male,star,1990
sports,17513,male,star,1989
performer,21940,female,superstar,1977
performer,36207,female,star,1979
creator,36839,male,superstar,1983
performer,19854,male,star,1992
politics,14032,male,star,1977
creator,29089,male,superstar,1953
sports,18074,male,star,1982
creator,25649,male,star,1946
performer,26779,male,superstar,1978
sports,30979,female,star,1985
science,37398,female,star,1971
performer,9736,male,star,1956
sports,8104,male,star,1986
creator,6809,male,superstar,1945
manager,34683,male,superstar,1957
sports,30039,male,star,1982
sports,42693,male,star,1989
sports,17600,male,star,1989
politics,38492,male,star,1969
manager,26090,male,star,1964
sports,36131,male,star,1985
sports,9843,male,rising,1989
politics,43759,male,superstar,1970
creator,46209,male,star,1987
sports,29998,male,star,1983
creator,30921,female,star,1974
creator,48247,female,star,1983
performer,31466,female,star,1943
performer,24142,female,superstar,1986
sports,14546,male,star,1988
manager,36822,male,star,1969
sports,39849,male,superstar,1988
creator,33570,male,star,1977
sports,4682,male,star,1995
creator,42215,male,star,1972
politics,5252,female,star,1971
sports,11698,male,superstar,1975
professional,41007,male,superstar,1946
creator,11912,female,star,1971
professional,36051,male,rising,1959
politics,44073,male,superstar,1950
sports,44134,male,star,1988
creator,5406,female,superstar,1983
sports,31269,male,superstar,1978
performer,4651,male,star,1960
performer,40557,male,star,2000
politics,15163,male,star,1973
sports,5577,male,star,1986
creator,12949,female,superstar,1971
sports,20615,male,star,1997
sports,19017,male,superstar,1986
manager,7686,male,superstar,1969
manager,30356,female,star,1983
creator,5938,male,star,1972
sports,8287,male,rising,1996
sports,24657,male,star,1979
performer,34022,female,star,1981
sports,15066,male,star,1999
performer,20896,female,star,1984
performer,6711,male,star,1975
sports,19711,male,star,1967
sports,149,male,star,1988
sports,35412,male,star,1994
sports,15189,male,star,1985
performer,36204,female,star,1982
creator,12213,male,star,1982
performer,39932,male,star,2001
politics,1237,male,star,1963
creator,47397,male,superstar,1986
performer,33147,female,star,1966
sports,43144,male,rising,1969
sports,46954,male,star,1983
politics,25465,male,star,1981
performer,23284,male,star,1948
performer,20579,female,star,1980
